epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_f1
1,0.5451992793329831,0.7410775862068966,0.4771167202429338,0.7556818181818182,0.8322717622080679
2,0.46867001683547577,0.7903879310344828,0.762363385070454,0.5511363636363636,0.6057441253263707
3,0.4281388325937863,0.8137068965517241,0.5340843891555612,0.7613636363636364,0.8344086021505377
4,0.41728230046814885,0.8184051724137931,1.9070053425702183,0.28125,0.22666666666666666
5,0.4703337021942796,0.7903879310344828,1.3164978135715832,0.26704545454545453,0.1527777777777778
6,0.425244152391779,0.8077586206896552,0.47222976318814536,0.8011363636363636,0.8516949152542374
7,0.3907623394296087,0.8266810344827586,0.5339929359880361,0.7017045454545454,0.7540983606557378
8,0.3710242065890082,0.8368103448275862,0.2981039123101668,0.8267045454545454,0.8747433264887063
9,0.3580888676232305,0.84125,0.3137938712130893,0.8153409090909091,0.8643006263048018
10,0.33967296445164186,0.8508620689655172,0.33840249275619333,0.7869318181818182,0.8366013071895425
11,0.32869734178329335,0.8573706896551724,0.4215660670941526,0.7897727272727273,0.8405172413793103
12,0.3269205451525491,0.8566810344827587,0.4287866394628178,0.78125,0.8307692307692308
13,0.31825256871766056,0.8641379310344828,0.46718741953372955,0.7585227272727273,0.8098434004474273
14,0.30844655304119506,0.8684913793103448,0.337487306445837,0.8039772727272727,0.8522483940042827
15,0.29338015194596917,0.8743103448275863,0.5802377800203182,0.7784090909090909,0.8296943231441049
16,0.2994280655322404,0.8683189655172414,0.30756398154930636,0.8238636363636364,0.8680851063829788
17,0.29607419453818223,0.8701724137931034,0.3169156318869103,0.8352272727272727,0.8791666666666667
18,0.2902041203502951,0.87,0.40949151444841514,0.8011363636363636,0.8484848484848484
19,0.28692005215020017,0.8704310344827587,0.6221537698398937,0.75,0.8203991130820398
20,0.29331835415856594,0.8667241379310344,0.23466522432863712,0.8693181818181818,0.9083665338645418
21,0.2815305552605925,0.8682758620689656,0.2138953950594772,0.8920454545454546,0.9266409266409266
22,0.26886137461867826,0.8758620689655172,0.24608671495860274,0.8778409090909091,0.9134808853118712
23,0.2822327058376937,0.8749568965517242,0.3233557282523675,0.7926136363636364,0.8423326133909288
24,0.2765535804989009,0.8719827586206896,0.496552329341119,0.8011363636363636,0.8484848484848484
25,0.270894684668245,0.8751724137931035,0.3086223871531812,0.8295454545454546,0.8734177215189874
26,0.26990637065007766,0.8775,0.22253364663232456,0.8920454545454546,0.9254901960784314
27,0.2531865820288658,0.8767241379310344,0.2674814975735816,0.8522727272727273,0.8916666666666667
28,0.2708001983062974,0.8790948275862069,0.19833752038803967,0.9090909090909091,0.9413919413919414
29,0.2439507555345009,0.8844827586206897,0.4288530107587576,0.8238636363636364,0.8680851063829788
30,0.24941290447424197,0.8836637931034482,0.34268141944300046,0.8210227272727273,0.8656716417910448
31,0.23584360233668622,0.8900862068965517,0.3197224901311777,0.8125,0.8589743589743589
32,0.2293852499589838,0.8939655172413793,0.18927293287759478,0.9119318181818182,0.940952380952381
33,0.2313478904551473,0.8905172413793103,0.2879726926542141,0.8352272727272727,0.8781512605042018
34,0.23520238093774895,0.88875,0.1994895911352201,0.8948863636363636,0.926441351888668
35,0.22335160251321465,0.897198275862069,0.3838852157985622,0.8607954545454546,0.8989690721649485
36,0.2217017736414383,0.8959051724137931,0.28033420570533385,0.84375,0.8851774530271399
37,0.21348182980356545,0.8994827586206897,0.21524833887815475,0.90625,0.9354207436399217
38,0.22111245075176503,0.8941379310344828,0.20086268132383173,0.8920454545454546,0.9236947791164658
39,0.20356286865626944,0.9059913793103449,0.2328700148500502,0.8835227272727273,0.9181636726546906
40,0.24618474653568762,0.8906896551724138,0.27685581010089,0.84375,0.8856548856548857
41,0.20991273997672674,0.8997413793103448,0.19618977051736278,0.9090909090909091,0.9365079365079365
42,0.20104346708234014,0.9075431034482758,0.21131277863274922,0.875,0.9109311740890688
43,0.19846344605602068,0.9087500000000001,0.18525276163762266,0.9119318181818182,0.9398058252427185
44,0.2071079822192932,0.9023706896551724,0.2650045396294445,0.84375,0.8851774530271399
45,0.18475836985583963,0.9150862068965517,0.21213588728146118,0.8664772727272727,0.9046653144016228
46,0.18734654888253788,0.9118534482758621,0.23775531554763968,0.8636363636363636,0.9020408163265305
47,0.1896113814464931,0.9142241379310345,0.22135499771684408,0.8920454545454546,0.9243027888446216
48,0.18489265996834328,0.9132327586206895,0.3027728814208372,0.8494318181818182,0.8902691511387164
49,0.17467951404637305,0.9206896551724137,0.32671101044186135,0.8551136363636364,0.8948453608247423
50,0.225996829851948,0.8959051724137931,0.18773930993947116,0.9318181818181818,0.9536679536679538
51,0.1913664131072061,0.9163793103448276,0.26919223012571986,0.8551136363636364,0.8948453608247423
52,0.18069930937269638,0.9256465517241379,0.24325499912215906,0.8863636363636364,0.9199999999999999
53,0.17979553016866076,0.925344827586207,0.17499162138185717,0.9119318181818182,0.9400386847195357
54,0.18333605214439588,0.9197413793103449,0.2870343224230138,0.8494318181818182,0.891170431211499
55,0.17550441629156985,0.9237068965517241,0.22482511358843607,0.8920454545454546,0.9254901960784314
56,0.1829022804339384,0.9168103448275862,0.32016539793800225,0.8494318181818182,0.8902691511387164
57,0.16153707414351662,0.9310344827586207,0.19233190945603632,0.9147727272727273,0.9418604651162791
58,0.17461046802586522,0.9224137931034483,0.2331793735819784,0.8778409090909091,0.9134808853118712
59,0.18367209481396551,0.9174137931034483,0.27520443905483594,0.8664772727272727,0.9054325955734405
60,0.17400531488759766,0.9255603448275863,0.19960423935712737,0.9034090909090909,0.9330708661417323
61,0.15976455236046477,0.9326724137931035,0.31178613830442453,0.875,0.910204081632653
62,0.15649314371162448,0.9346120689655173,0.25967436910352926,0.8806818181818182,0.9156626506024097
